CMA,CDUID,Province,RCP,GCM,Era,Number of heat hospitalizations per year
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2419,Quebec,rcp85,MIROC-ESM-CHEM,2050s,60.75839328
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2419,Quebec,rcp85,MIROC-ESM-CHEM,2080s,107.0955358
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2419,Quebec,rcp85,MRI-CGCM3,2050s,30.54407851
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2419,Quebec,rcp85,MRI-CGCM3,2080s,64.79412169
Québec,2420,Quebec,rcp45,CCSM4,2050s,7.284297542
Québec,2420,Quebec,rcp45,CCSM4,2080s,9.865752462
Québec,2420,Quebec,rcp45,GFDL-CM3,2050s,12.07785797
Québec,2420,Quebec,rcp45,GFDL-CM3,2080s,16.77783907
Québec,2420,Quebec,rcp45,GFDL-ESM2M,2050s,5.443660508
Québec,2420,Quebec,rcp45,GFDL-ESM2M,2080s,7.699609233
Québec,2420,Quebec,rcp45,HadGEM2-AO,2050s,9.279158823
Québec,2420,Quebec,rcp45,HadGEM2-AO,2080s,13.41131923
Québec,2420,Quebec,rcp45,HadGEM2-ES,2050s,8.54440981
Québec,2420,Quebec,rcp45,HadGEM2-ES,2080s,13.29593856
Québec,2420,Quebec,rcp45,MIROC-ESM-CHEM,2050s,8.648638687
Québec,2420,Quebec,rcp45,MIROC-ESM-CHEM,2080s,12.35414897
Québec,2420,Quebec,rcp45,MRI-CGCM3,2050s,5.175779064
Québec,2420,Quebec,rcp45,MRI-CGCM3,2080s,7.631257322
Québec,2420,Quebec,rcp85,CCSM4,2050s,8.447183309
Québec,2420,Quebec,rcp85,CCSM4,2080s,15.43737687
Québec,2420,Quebec,rcp85,GFDL-CM3,2050s,13.22263874
Québec,2420,Quebec,rcp85,GFDL-CM3,2080s,22.21550117
Québec,2420,Quebec,rcp85,GFDL-ESM2M,2050s,8.101240513
Québec,2420,Quebec,rcp85,GFDL-ESM2M,2080s,13.28513556
Québec,2420,Quebec,rcp85,HadGEM2-AO,2050s,10.73993766
Québec,2420,Quebec,rcp85,HadGEM2-AO,2080s,18.22810032
Québec,2420,Quebec,rcp85,HadGEM2-ES,2050s,10.50079529
Québec,2420,Quebec,rcp85,HadGEM2-ES,2080s,19.64542452
Québec,2420,Quebec,rcp85,MIROC-ESM-CHEM,2050s,11.36171436
Québec,2420,Quebec,rcp85,MIROC-ESM-CHEM,2080s,20.61166665
Québec,2420,Quebec,rcp85,MRI-CGCM3,2050s,6.261422215
Québec,2420,Quebec,rcp85,MRI-CGCM3,2080s,13.05763159
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,CCSM4,2050s,21.67097787
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,CCSM4,2080s,27.97474239
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,GFDL-CM3,2050s,43.16026588
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,GFDL-CM3,2080s,62.80069889
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,GFDL-ESM2M,2050s,17.6758019
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,GFDL-ESM2M,2080s,25.23107677
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,HadGEM2-AO,2050s,27.81711961
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,HadGEM2-AO,2080s,38.97878274
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,HadGEM2-ES,2050s,25.22107349
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,HadGEM2-ES,2080s,41.65756406
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,MIROC-ESM-CHEM,2050s,25.50982959
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,MIROC-ESM-CHEM,2080s,35.96966169
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,MRI-CGCM3,2050s,12.54227738
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp45,MRI-CGCM3,2080s,19.5743937
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,CCSM4,2050s,27.46266768
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,CCSM4,2080s,54.8999874
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,GFDL-CM3,2050s,50.13475528
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,GFDL-CM3,2080s,88.082073
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,GFDL-ESM2M,2050s,27.08016377
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,GFDL-ESM2M,2080s,43.51114462
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,HadGEM2-AO,2050s,37.26120364
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,HadGEM2-AO,2080s,68.51347659
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,HadGEM2-ES,2050s,33.223118
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,HadGEM2-ES,2080s,72.2861371
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,MIROC-ESM-CHEM,2050s,38.50066528
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,MIROC-ESM-CHEM,2080s,73.23036302
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,MRI-CGCM3,2050s,16.24506515
Zone d'influence métropolitaine forte (Qc) / Strong metropolitan influenced zone (Que.),2421,Quebec,rcp85,MRI-CGCM3,2080s,37.50022099
Québec,2422,Quebec,rcp45,CCSM4,2050s,38.56709034
Québec,2422,Quebec,rcp45,CCSM4,2080s,48.43078018
Québec,2422,Quebec,rcp45,GFDL-CM3,2050s,71.79893352
Québec,2422,Quebec,rcp45,GFDL-CM3,2080s,101.6378542
Québec,2422,Quebec,rcp45,GFDL-ESM2M,2050s,28.97273304
Québec,2422,Quebec,rcp45,GFDL-ESM2M,2080s,41.38761039
Québec,2422,Quebec,rcp45,HadGEM2-AO,2050s,48.65390397
Québec,2422,Quebec,rcp45,HadGEM2-AO,2080s,68.41538314
Québec,2422,Quebec,rcp45,HadGEM2-ES,2050s,45.6400278
Québec,2422,Quebec,rcp45,HadGEM2-ES,2080s,73.08863278
Québec,2422,Quebec,rcp45,MIROC-ESM-CHEM,2050s,44.45453158
Québec,2422,Quebec,rcp45,MIROC-ESM-CHEM,2080s,62.31390726
Québec,2422,Quebec,rcp45,MRI-CGCM3,2050s,23.32754627
Québec,2422,Quebec,rcp45,MRI-CGCM3,2080s,34.72603422
Québec,2422,Quebec,rcp85,CCSM4,2050s,46.88597158
Québec,2422,Quebec,rcp85,CCSM4,2080s,90.73610589
Québec,2422,Quebec,rcp85,GFDL-CM3,2050s,80.152172
Québec,2422,Quebec,rcp85,GFDL-CM3,2080s,137.6336679
Québec,2422,Quebec,rcp85,GFDL-ESM2M,2050s,45.4358086
Québec,2422,Quebec,rcp85,GFDL-ESM2M,2080s,73.154043
Québec,2422,Quebec,rcp85,HadGEM2-AO,2050s,60.50849426
Québec,2422,Quebec,rcp85,HadGEM2-AO,2080s,109.2519685
Québec,2422,Quebec,rcp85,HadGEM2-ES,2050s,57.33965317
Québec,2422,Quebec,rcp85,HadGEM2-ES,2080s,117.8716424
Québec,2422,Quebec,rcp85,MIROC-ESM-CHEM,2050s,62.97863707
Québec,2422,Quebec,rcp85,MIROC-ESM-CHEM,2080s,118.3393383
Québec,2422,Quebec,rcp85,MRI-CGCM3,2050s,29.55418222
Québec,2422,Quebec,rcp85,MRI-CGCM3,2080s,65.57722653
Québec,2423,Quebec,rcp45,CCSM4,2050s,586.5452364
Québec,2423,Quebec,rcp45,CCSM4,2080s,790.2886517
Québec,2423,Quebec,rcp45,GFDL-CM3,2050s,989.1483134
Québec,2423,Quebec,rcp45,GFDL-CM3,2080s,1367.375432
Québec,2423,Quebec,rcp45,GFDL-ESM2M,2050s,443.051569
Québec,2423,Quebec,rcp45,GFDL-ESM2M,2080s,619.4095802
Québec,2423,Quebec,rcp45,HadGEM2-AO,2050s,755.2019226
Québec,2423,Quebec,rcp45,HadGEM2-AO,2080s,1074.721662
Québec,2423,Quebec,rcp45,HadGEM2-ES,2050s,689.3351776
Québec,2423,Quebec,rcp45,HadGEM2-ES,2080s,1075.648312
Québec,2423,Quebec,rcp45,MIROC-ESM-CHEM,2050s,691.6833398
Québec,2423,Quebec,rcp45,MIROC-ESM-CHEM,2080s,995.1774838
Québec,2423,Quebec,rcp45,MRI-CGCM3,2050s,408.705245
Québec,2423,Quebec,rcp45,MRI-CGCM3,2080s,608.9797942
Québec,2423,Quebec,rcp85,CCSM4,2050s,683.848076
Québec,2423,Quebec,rcp85,CCSM4,2080s,1251.341613
Québec,2423,Quebec,rcp85,GFDL-CM3,2050s,1085.739325
Québec,2423,Quebec,rcp85,GFDL-CM3,2080s,1821.270091
Québec,2423,Quebec,rcp85,GFDL-ESM2M,2050s,661.0234906
Québec,2423,Quebec,rcp85,GFDL-ESM2M,2080s,1071.884462
Québec,2423,Quebec,rcp85,HadGEM2-AO,2050s,860.9038673
Québec,2423,Quebec,rcp85,HadGEM2-AO,2080s,1474.931821
Québec,2423,Quebec,rcp85,HadGEM2-ES,2050s,843.9905144
Québec,2423,Quebec,rcp85,HadGEM2-ES,2080s,1580.429248
Québec,2423,Quebec,rcp85,MIROC-ESM-CHEM,2050s,924.5182874
Québec,2423,Quebec,rcp85,MIROC-ESM-CHEM,2080s,1674.478908
Québec,2423,Quebec,rcp85,MRI-CGCM3,2050s,496.970417
Québec,2423,Quebec,rcp85,MRI-CGCM3,2080s,1035.830245
Québec,2425,Quebec,rcp45,CCSM4,2050s,148.9077331
Québec,2425,Quebec,rcp45,CCSM4,2080s,201.7532016
Québec,2425,Quebec,rcp45,GFDL-CM3,2050s,246.2582508
Québec,2425,Quebec,rcp45,GFDL-CM3,2080s,343.1973571
Québec,2425,Quebec,rcp45,GFDL-ESM2M,2050s,109.3348366
Québec,2425,Quebec,rcp45,GFDL-ESM2M,2080s,155.5682963
Québec,2425,Quebec,rcp45,HadGEM2-AO,2050s,195.3449046
Québec,2425,Quebec,rcp45,HadGEM2-AO,2080s,278.7767281
Québec,2425,Quebec,rcp45,HadGEM2-ES,2050s,173.6031182
Québec,2425,Quebec,rcp45,HadGEM2-ES,2080s,272.2194934
Québec,2425,Quebec,rcp45,MIROC-ESM-CHEM,2050s,175.5396664
Québec,2425,Quebec,rcp45,MIROC-ESM-CHEM,2080s,252.4261977
Québec,2425,Quebec,rcp45,MRI-CGCM3,2050s,104.765724
Québec,2425,Quebec,rcp45,MRI-CGCM3,2080s,155.1842074
Québec,2425,Quebec,rcp85,CCSM4,2050s,171.2273703
Québec,2425,Quebec,rcp85,CCSM4,2080s,316.1196017
Québec,2425,Quebec,rcp85,GFDL-CM3,2050s,270.2549296
Québec,2425,Quebec,rcp85,GFDL-CM3,2080s,451.9664327
Québec,2425,Quebec,rcp85,GFDL-ESM2M,2050s,162.8379732
Québec,2425,Quebec,rcp85,GFDL-ESM2M,2080s,267.1652385
Québec,2425,Quebec,rcp85,HadGEM2-AO,2050s,218.8198064
Québec,2425,Quebec,rcp85,HadGEM2-AO,2080s,370.1502139
Québec,2425,Quebec,rcp85,HadGEM2-ES,2050s,213.3996854
Québec,2425,Quebec,rcp85,HadGEM2-ES,2080s,398.0885069
Québec,2425,Quebec,rcp85,MIROC-ESM-CHEM,2050s,231.9074132
Québec,2425,Quebec,rcp85,MIROC-ESM-CHEM,2080s,417.0228905
Québec,2425,Quebec,rcp85,MRI-CGCM3,2050s,127.2597155
Québec,2425,Quebec,rcp85,MRI-CGCM3,2080s,263.287015
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,CCSM4,2050s,37.38591431
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,CCSM4,2080s,49.91001886
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,GFDL-CM3,2050s,62.66145325
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,GFDL-CM3,2080s,86.59674756
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,GFDL-ESM2M,2050s,25.70612781
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,GFDL-ESM2M,2080s,36.94508752
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,HadGEM2-AO,2050s,50.37298008
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,HadGEM2-AO,2080s,71.95731606
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,HadGEM2-ES,2050s,44.51229195
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,HadGEM2-ES,2080s,70.69971359
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,MIROC-ESM-CHEM,2050s,44.82948432
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,MIROC-ESM-CHEM,2080s,64.77693169
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,MRI-CGCM3,2050s,25.62403438
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp45,MRI-CGCM3,2080s,37.19578709
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,CCSM4,2050s,44.30025972
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,CCSM4,2080s,80.63152062
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,GFDL-CM3,2050s,68.23973691
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,GFDL-CM3,2080s,114.8456185
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,GFDL-ESM2M,2050s,40.07919782
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,GFDL-ESM2M,2080s,66.99019681
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,HadGEM2-AO,2050s,56.05804912
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,HadGEM2-AO,2080s,95.92081477
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,HadGEM2-ES,2050s,54.63388751
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,HadGEM2-ES,2080s,102.1011679
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,MIROC-ESM-CHEM,2050s,59.44958623
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,MIROC-ESM-CHEM,2080s,105.006022
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,MRI-CGCM3,2050s,31.44080538
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2426,Quebec,rcp85,MRI-CGCM3,2080s,65.98389268
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,CCSM4,2050s,19.46259015
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,CCSM4,2080s,25.6909411
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,GFDL-CM3,2050s,32.11891299
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,GFDL-CM3,2080s,44.62828771
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,GFDL-ESM2M,2050s,12.91597361
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,GFDL-ESM2M,2080s,18.62308322
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,HadGEM2-AO,2050s,26.8659576
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,HadGEM2-AO,2080s,37.83511315
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,HadGEM2-ES,2050s,23.49334928
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,HadGEM2-ES,2080s,37.00943507
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,MIROC-ESM-CHEM,2050s,23.49598587
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,MIROC-ESM-CHEM,2080s,34.13963062
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,MRI-CGCM3,2050s,13.082784
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp45,MRI-CGCM3,2080s,18.88424551
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,CCSM4,2050s,22.93888751
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,CCSM4,2080s,42.33195313
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,GFDL-CM3,2050s,35.50582507
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,GFDL-CM3,2080s,59.50401974
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,GFDL-ESM2M,2050s,20.58201011
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,GFDL-ESM2M,2080s,34.53146831
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,HadGEM2-AO,2050s,29.14866788
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,HadGEM2-AO,2080s,49.95694498
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,HadGEM2-ES,2050s,28.35840052
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,HadGEM2-ES,2080s,53.45181887
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,MIROC-ESM-CHEM,2050s,31.73672083
Zone d'influence métropolitaine modérée (Qc) / Moderate metropolitan influenced zone (Que.),2427,Quebec,rcp85,MIROC-ESM-CHEM,2080s,55.31996629
